,ranking,school_name,school_type,address,city,zipcode,county,district,is_charter,is_magnet,is_title_i,total_students,full_time_teachers,student_teacher_ratio,free_lunch_recipient,white,black,hispanic,asian,total_expenditure_per_pupil,ranking_quartile,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile,lunch_eligibity_high,lunch_eligibity_high_False,lunch_eligibity_high_True
284,607,Ps 69 Jackson Heights,Public,77-02 37th Ave,Jackson Heights,11372,Queens County,New York City Geographic District #30,No,No,Yes,1015,57.0,17.7,60.1,76 (7.5%),6 (0.6%),391 (38.5%),517 (50.9%),"$13,140 ",50th Percentile,0,1,0,0,False,1,0
285,609,Ps 206 Joseph F Lamb,Public,2200 Gravesend Neck Rd,Brooklyn,11229,Kings County,New York City Geographic District #22,No,No,Yes,1517,90.0,16.8,69.5,605 (39.9%),23 (1.5%),154 (10.2%),706 (46.5%),"$13,204 ",50th Percentile,0,1,0,0,False,1,0
286,610,Achievement First Linden Charter School,"Public, Charter",800 Van Siclen Ave,Brooklyn,11207,Kings County,Achievement First Linden Charter School,Yes,No,Yes,562,7.0,80.2,79.9,2 (0.4%),457 (81.3%),87 (15.5%),4 (0.7%),"$16,856 ",50th Percentile,0,1,0,0,True,0,1
287,613,Ps 264 Bay Ridge Elementary School For The Arts,Public,371 89th St,Brooklyn,11209,Kings County,New York City Geographic District #20,No,No,Yes,463,34.0,13.6,65.9,222 (47.9%),15 (3.2%),159 (34.3%),59 (12.7%),"$17,160 ",50th Percentile,0,1,0,0,False,1,0
288,615,Ps 34 Oliver H Perry,Public,131 Norman Ave,Brooklyn,11222,Kings County,New York City Geographic District #14,No,No,Yes,471,30.0,15.6,26.5,338 (71.8%),23 (4.9%),86 (18.3%),9 (1.9%),"$14,775 ",50th Percentile,0,1,0,0,False,1,0
289,616,Rosalyn Yalow Charter School,"Public, Charter",116 E 169th St,Bronx,10452,Bronx County,Rosalyn Yalow Charter School,Yes,No,Yes,426,41.0,10.3,98.4,2 (0.5%),136 (31.9%),285 (66.9%),1 (0.2%),"$22,550 ",50th Percentile,0,1,0,0,True,0,1
290,620,Ps 66 Jacqueline Kennedy-Onassis,Public,85-11 102nd St,Richmond Hill,11418,Queens County,New York City Geographic District #27,No,No,Yes,491,40.0,12.2,81.1,47 (9.6%),26 (5.3%),314 (64.0%),78 (15.9%),"$17,326 ",50th Percentile,0,1,0,0,True,0,1
291,623,Pave Academy Charter School,"Public, Charter",732 Henry St,Brooklyn,11231,Kings County,Pave Academy Charter School,Yes,No,Yes,478,43.0,11.1,84.3,9 (1.9%),188 (39.3%),271 (56.7%),9 (1.9%),"$18,788 ",50th Percentile,0,1,0,0,True,0,1
292,624,Ps 65,Public,696 Jamaica Ave,Brooklyn,11208,Kings County,New York City Geographic District #19,No,No,Yes,575,34.0,16.8,81.7,5 (0.9%),42 (7.3%),491 (85.4%),19 (3.3%),"$12,789 ",50th Percentile,0,1,0,0,True,0,1
293,625,Ps 235 Janice Marie Knight School,Public,525 Lenox Rd,Brooklyn,11203,Kings County,New York City Geographic District #18,No,No,Yes,1224,69.0,17.7,65.0,15 (1.2%),"1,132 (92.5%)",36 (2.9%),10 (0.8%),"$12,800 ",50th Percentile,0,1,0,0,False,1,0
294,632,Ps 255 Barbara Reing School,Public,1866 E 17th St,Brooklyn,11229,Kings County,New York City Geographic District #22,No,No,Yes,881,64.0,13.7,76.8,562 (63.8%),22 (2.5%),87 (9.9%),193 (21.9%),"$17,913 ",50th Percentile,0,1,0,0,True,0,1
295,635,Brooklyn New School-Ps 146 (The),Public,610 Henry St,Brooklyn,11231,Kings County,New York City Geographic District #15,No,No,No,696,52.0,13.3,33.3,283 (40.7%),128 (18.4%),159 (22.8%),33 (4.7%),"$18,150 ",50th Percentile,0,1,0,0,False,1,0
296,637,KIPP Always Mentally Prepared Charter School,"Public, Charter",1224 Park Pl-4th Fl,Brooklyn,11213,Kings County,KIPP Always Mentally Prepared Charter School,Yes,No,Yes,870,72.0,12.0,82.6,6 (0.7%),726 (83.4%),103 (11.8%),9 (1.0%),"$19,278 ",50th Percentile,0,1,0,0,True,0,1
297,639,Ps 26 Jesse Owens,Public,1014 Lafayette Ave,Brooklyn,11221,Kings County,New York City Geographic District #16,No,No,Yes,257,24.0,10.7,71.6,15 (5.8%),172 (66.9%),61 (23.7%),5 (1.9%),"$25,662 ",50th Percentile,0,1,0,0,False,1,0
298,640,Beginning With Children Charter School II,"Public, Charter",215 Heyward St,Brooklyn,11206,Kings County,Beginning With Children Charter School II,Yes,No,Yes,412,42.0,9.8,92.0,8 (1.9%),83 (20.1%),314 (76.2%),0 (0.0%),"$20,250 ",50th Percentile,0,1,0,0,True,0,1
299,645,Ps 20 John Bowne,Public,142-30 Barclay Ave,Flushing,11355,Queens County,New York City Geographic District #25,No,No,Yes,1205,81.0,14.8,89.0,32 (2.7%),47 (3.9%),254 (21.1%),859 (71.3%),"$14,113 ",50th Percentile,0,1,0,0,True,0,1
300,646,Ps 38 Rosedale,Public,135-21 241st St,Rosedale,11422,Queens County,New York City Geographic District #29,No,No,Yes,281,20.0,14.0,70.5,6 (2.1%),244 (86.8%),22 (7.8%),3 (1.1%),"$16,450 ",50th Percentile,0,1,0,0,False,1,0
301,648,Ps 112 Lefferts Park,Public,7115 15th Ave,Brooklyn,11228,Kings County,New York City Geographic District #20,No,No,Yes,681,57.0,11.9,67.5,177 (26.0%),2 (0.3%),248 (36.4%),252 (37.0%),"$14,784 ",50th Percentile,0,1,0,0,False,1,0
302,657,Harlem Children's Zone Promise Academy II Charter School,"Public, Charter, Alternative",35 E 125th St,New York,10035,New York County,Harlem Children's Zone Promise Academy II Charter School,Yes,No,Yes,1039,78.0,13.3,81.6,9 (0.9%),838 (80.7%),161 (15.5%),3 (0.3%),"$24,470 ",50th Percentile,0,1,0,0,True,0,1
303,658,Ps 70,Public,30-45 42nd St,Long Island City,11103,Queens County,New York City Geographic District #30,No,No,Yes,853,58.0,14.7,77.6,303 (35.5%),23 (2.7%),366 (42.9%),139 (16.3%),"$14,804 ",50th Percentile,0,1,0,0,True,0,1
304,662,Ps 36 J C Drumgoole,Public,255 Ionia Ave,Staten Island,10312,Richmond County,New York City Geographic District #31,No,No,No,870,58.0,14.9,36.9,649 (74.6%),2 (0.2%),143 (16.4%),62 (7.1%),"$17,734 ",50th Percentile,0,1,0,0,False,1,0
305,663,Ps 197 Kings Highway Academy (The),Public,1599 E 22nd St,Brooklyn,11210,Kings County,New York City Geographic District #22,No,No,Yes,765,57.0,13.4,60.7,465 (60.8%),69 (9.0%),86 (11.2%),130 (17.0%),"$16,138 ",50th Percentile,0,1,0,0,False,1,0
306,670,Ps 230 Doris L Cohen,Public,1 Albemarle Rd,Brooklyn,11218,Kings County,New York City Geographic District #15,No,No,Yes,1108,79.0,14.0,71.8,183 (16.5%),20 (1.8%),368 (33.2%),511 (46.1%),"$15,849 ",50th Percentile,0,1,0,0,False,1,0
307,676,Ps 107 Thomas A Dooley,Public,167-02 45th Ave,Flushing,11358,Queens County,New York City Geographic District #25,No,No,Yes,929,70.0,13.2,74.8,99 (10.7%),15 (1.6%),308 (33.2%),495 (53.3%),"$17,675 ",50th Percentile,0,1,0,0,True,0,1
308,678,Growing Up Green Charter School,"Public, Charter",39-27 28th St,Long Island City,11101,Queens County,Growing Up Green Charter School,Yes,No,Yes,826,53.0,15.5,53.3,257 (31.1%),98 (11.9%),311 (37.7%),98 (11.9%),"$18,765 ",50th Percentile,0,1,0,0,False,1,0
309,681,Ps 212,Public,34-25 82nd St,Jackson Heights,11372,Queens County,New York City Geographic District #30,No,No,Yes,796,50.0,15.9,55.2,84 (10.6%),5 (0.6%),471 (59.2%),218 (27.4%),"$14,445 ",50th Percentile,0,1,0,0,False,1,0
310,691,Ps/Is 87 Middle Village,Public,67-54 80th St,Middle Village,11379,Queens County,New York City Geographic District #24,No,No,No,616,40.0,15.3,56.0,222 (36.0%),12 (1.9%),342 (55.5%),28 (4.5%),"$17,997 ",50th Percentile,0,1,0,0,False,1,0
311,693,Ps 97 Highlawn (The),Public,1855 Stillwell Ave,Brooklyn,11223,Kings County,New York City Geographic District #21,No,No,Yes,772,59.0,13.0,64.0,195 (25.3%),12 (1.6%),169 (21.9%),391 (50.6%),"$16,466 ",50th Percentile,0,1,0,0,False,1,0
312,696,Amber Charter School East Harlem,"Public, Charter",220 E 106th St,New York,10029,New York County,Amber Charter School East Harlem,Yes,No,Yes,526,27.0,19.4,77.2,9 (1.7%),157 (29.8%),348 (66.2%),9 (1.7%),"$14,583 ",50th Percentile,0,1,0,0,True,0,1
313,697,Ps 108 Sal Abbracciamento,Public,200 Linwood St,Brooklyn,11208,Kings County,New York City Geographic District #19,No,No,Yes,946,68.0,13.9,79.2,7 (0.7%),91 (9.6%),768 (81.2%),53 (5.6%),"$14,979 ",50th Percentile,0,1,0,0,True,0,1
314,700,Ps 100 Glen Morris,Public,111-11 118th St,South Ozone Park,11420,Queens County,New York City Geographic District #27,No,No,Yes,961,62.0,15.5,58.6,36 (3.7%),62 (6.5%),198 (20.6%),291 (30.3%),"$14,761 ",50th Percentile,0,1,0,0,False,1,0
315,701,Ps/Is 208,Public,74-30 Commonwlth Blvd,Bellerose,11426,Queens County,New York City Geographic District #29,No,No,No,712,46.0,15.4,41.4,8 (1.1%),520 (73.0%),98 (13.8%),56 (7.9%),"$13,454 ",50th Percentile,0,1,0,0,False,1,0
316,709,Ps 191 Paul Robeson,Public,1600 Park Pl,Brooklyn,11233,Kings County,New York City Geographic District #17,No,No,Yes,160,15.0,10.6,96.3,3 (1.9%),127 (79.4%),20 (12.5%),5 (3.1%),"$24,997 ",50th Percentile,0,1,0,0,True,0,1
317,713,Ps/Is 266,Public,74-10 Commonwealth Blvd,Bellerose,11426,Queens County,New York City Geographic District #26,No,No,No,657,48.0,13.6,49.3,88 (13.4%),142 (21.6%),162 (24.7%),243 (37.0%),"$15,793 ",50th Percentile,0,1,0,0,False,1,0
318,719,Seeall Academy (The),Public,5601 16th Ave,Brooklyn,11204,Kings County,New York City Geographic District #20,No,No,Yes,1074,91.0,11.8,86.2,257 (23.9%),15 (1.4%),312 (29.1%),475 (44.2%),"$16,741 ",50th Percentile,0,1,0,0,True,0,1
319,721,Teachers College Community School,Public,223 W 132nd St,New York,10027,New York County,New York City Geographic District # 5,No,No,No,311,21.0,14.8,48.9,43 (13.8%),118 (37.9%),124 (39.9%),8 (2.6%),"$14,669 ",50th Percentile,0,1,0,0,False,1,0
320,722,Girls Preparatory Charter School Of New York,"Public, Charter",442 E Houston St-Rm 312,New York,10002,New York County,Girls Preparatory Charter School Of New York,Yes,No,Yes,650,58.0,11.2,71.4,8 (1.2%),312 (48.0%),302 (46.5%),11 (1.7%),"$24,184 ",50th Percentile,0,1,0,0,False,1,0
321,723,Ps 131,Public,4305 Ft Hamilton Pkwy,Brooklyn,11219,Kings County,New York City Geographic District #15,No,No,Yes,946,71.0,13.3,84.6,80 (8.5%),11 (1.2%),511 (54.0%),287 (30.3%),"$15,405 ",50th Percentile,0,1,0,0,True,0,1
322,724,Ps/Is 295,Public,222-14 Jamaica Ave,Queens Village,11428,Queens County,New York City Geographic District #29,No,No,Yes,491,39.0,12.5,71.9,14 (2.9%),126 (25.7%),157 (32.0%),151 (30.8%),"$15,737 ",50th Percentile,0,1,0,0,False,1,0
323,726,Ps 139 Rego Park,Public,93-06 63rd Dr,Rego Park,11374,Queens County,New York City Geographic District #28,No,No,No,735,48.0,15.3,60.1,293 (39.9%),18 (2.4%),193 (26.3%),203 (27.6%),"$13,623 ",50th Percentile,0,1,0,0,False,1,0
324,727,Ps 204 Morris Heights,Public,1780 Dr M L King Jr Blvd,Bronx,10453,Bronx County,New York City Geographic District # 9,No,No,Yes,634,41.0,15.4,83.9,4 (0.6%),176 (27.8%),444 (70.0%),7 (1.1%),"$16,521 ",50th Percentile,0,1,0,0,True,0,1
325,731,Ps 40 George W Carver,Public,265 Ralph Ave,Brooklyn,11233,Kings County,New York City Geographic District #16,No,No,Yes,343,25.0,13.7,83.7,6 (1.7%),236 (68.8%),73 (21.3%),4 (1.2%),"$20,505 ",50th Percentile,0,1,0,0,True,0,1
326,733,Ps 20 Clinton Hill,Public,225 Adelphi St,Brooklyn,11205,Kings County,New York City Geographic District #13,No,No,Yes,482,32.0,15.0,57.7,134 (27.8%),206 (42.7%),99 (20.5%),12 (2.5%),"$14,871 ",50th Percentile,0,1,0,0,False,1,0
327,734,Space Shuttle Columbia School,Public,77 Marsh Ave,Staten Island,10314,Richmond County,New York City Geographic District #31,No,No,No,688,55.0,12.5,51.7,324 (47.1%),27 (3.9%),185 (26.9%),130 (18.9%),"$21,155 ",50th Percentile,0,1,0,0,False,1,0
328,735,Ps 65 Raymond York Elementary School (The),Public,103-22 99th St,Ozone Park,11417,Queens County,New York City Geographic District #27,No,No,Yes,457,35.0,13.0,66.1,15 (3.3%),26 (5.7%),192 (42.0%),167 (36.5%),"$16,727 ",50th Percentile,0,1,0,0,False,1,0
329,737,Ps 254 Rosa Parks School (The),"Public, Magnet",84-40 101st St,Richmond Hill,11418,Queens County,New York City Geographic District #27,No,Yes,Yes,601,39.0,15.4,75.4,50 (8.3%),20 (3.3%),452 (75.2%),62 (10.3%),"$15,516 ",50th Percentile,0,1,0,0,True,0,1
330,740,Ps 153 Helen Keller,Public,650 Baychester Ave,Bronx,10475,Bronx County,New York City Geographic District #11,No,No,No,622,40.0,15.5,61.4,23 (3.7%),356 (57.2%),150 (24.1%),82 (13.2%),"$15,842 ",50th Percentile,0,1,0,0,False,1,0
331,741,Ps 62 Chester Park School,"Public, Magnet",97-25 108th St,South Richmond Hill,11419,Queens County,New York City Geographic District #27,No,Yes,Yes,903,58.0,15.5,65.8,17 (1.9%),35 (3.9%),220 (24.4%),526 (58.3%),"$14,270 ",50th Percentile,0,1,0,0,False,1,0
332,742,47 American Sign Language And English Lower School (The),Public,223 E 23rd St,New York,10010,New York County,New York City Geographic District # 2,No,No,Yes,196,42.0,4.6,67.9,49 (25.0%),42 (21.4%),88 (44.9%),6 (3.1%),"$42,398 ",50th Percentile,0,1,0,0,False,1,0
333,745,Ps/Is 178 Holliswood,Public,189-10 Radnor Rd,Jamaica,11423,Queens County,New York City Geographic District #26,No,No,No,553,37.0,14.8,36.7,382 (69.1%),41 (7.4%),52 (9.4%),62 (11.2%),"$13,517 ",50th Percentile,0,1,0,0,False,1,0
334,746,Ps 48 Mapleton,Public,6015 18th Ave,Brooklyn,11204,Kings County,New York City Geographic District #20,No,No,Yes,558,43.0,12.9,70.4,134 (24.0%),5 (0.9%),166 (29.7%),245 (43.9%),"$15,977 ",50th Percentile,0,1,0,0,False,1,0
335,747,Our World Neighborhood Charter School,"Public, Charter",36-12 35th Ave,Astoria,11106,Queens County,Our World Neighborhood Charter School,Yes,No,Yes,734,44.0,16.7,73.3,239 (32.6%),41 (5.6%),287 (39.1%),131 (17.8%),"$17,115 ",50th Percentile,0,1,0,0,True,0,1
336,748,Ps 7 Louis F Simeone,Public,80-55 Cornish Ave,Elmhurst,11373,Queens County,New York City Geographic District #24,No,No,Yes,1382,98.0,14.1,81.8,46 (3.3%),5 (0.4%),483 (34.9%),838 (60.6%),"$14,463 ",50th Percentile,0,1,0,0,True,0,1
337,752,Ps 153 Maspeth Elementary,Public,60-02 60th Ln,Maspeth,11378,Queens County,New York City Geographic District #24,No,No,Yes,1137,71.0,16.0,63.9,479 (42.1%),9 (0.8%),512 (45.0%),116 (10.2%),"$14,007 ",50th Percentile,0,1,0,0,False,1,0
338,755,Ps 14 Senator John Calandra,Public,3041 Bruckner Blvd,Bronx,10461,Bronx County,New York City Geographic District # 8,No,No,No,579,37.0,15.6,67.4,116 (20.0%),35 (6.0%),388 (67.0%),22 (3.8%),"$14,890 ",50th Percentile,0,1,0,0,False,1,0
339,756,Ps 175 Lynn Gross Discovery School (The),Public,64-35 102nd St,Rego Park,11374,Queens County,New York City Geographic District #28,No,No,No,807,47.0,17.1,55.5,487 (60.3%),9 (1.1%),108 (13.4%),178 (22.1%),"$12,914 ",50th Percentile,0,1,0,0,False,1,0
340,758,Ps 209 Margaret Mead,Public,2609 E 7th St,Brooklyn,11235,Kings County,New York City Geographic District #21,No,No,Yes,704,54.0,13.0,72.7,277 (39.3%),21 (3.0%),176 (25.0%),212 (30.1%),"$18,107 ",50th Percentile,0,1,0,0,True,0,1
341,766,Ps 207 Elizabeth G Leary,Public,4011 Fillmore Ave,Brooklyn,11234,Kings County,New York City Geographic District #22,No,No,No,1163,83.0,14.0,47.7,388 (33.4%),392 (33.7%),184 (15.8%),157 (13.5%),"$14,652 ",50th Percentile,0,1,0,0,False,1,0
342,769,Ps 55 Henry M Boehm,Public,54 Osborne St,Staten Island,10312,Richmond County,New York City Geographic District #31,No,No,No,582,46.0,12.6,34.4,469 (80.6%),2 (0.3%),72 (12.4%),34 (5.8%),"$18,046 ",50th Percentile,0,1,0,0,False,1,0
343,771,Ps/Is 210 21st Century Academy,Public,501-503 W 152nd St,New York,10031,New York County,New York City Geographic District # 6,No,No,Yes,414,33.0,12.4,92.5,0 (0.0%),6 (1.4%),406 (98.1%),0 (0.0%),"$18,358 ",50th Percentile,0,1,0,0,True,0,1
344,772,Ps 21 Crispus Attucks,Public,180 Chauncey St,Brooklyn,11233,Kings County,New York City Geographic District #16,No,No,Yes,566,39.0,14.5,72.4,17 (3.0%),486 (85.9%),57 (10.1%),2 (0.4%),"$17,154 ",50th Percentile,0,1,0,0,True,0,1
345,775,Michael J Petrides School (The),"Public, Alternative",715 Ocean Terr,Staten Island,10301,Richmond County,New York City Geographic District #31,No,No,No,1324,80.0,16.5,44.3,533 (40.3%),275 (20.8%),337 (25.5%),122 (9.2%),"$15,005 ",50th Percentile,0,1,0,0,False,1,0
346,776,Ps 261 Philip Livingston,Public,314 Pacific St,Brooklyn,11201,Kings County,New York City Geographic District #15,No,No,No,789,53.0,14.8,34.7,377 (47.8%),162 (20.5%),148 (18.8%),52 (6.6%),"$13,399 ",50th Percentile,0,1,0,0,False,1,0
347,777,Ps 241 Emma L Johnston,Public,976 President St,Brooklyn,11225,Kings County,New York City Geographic District #17,No,No,Yes,473,33.0,14.3,86.5,13 (2.7%),400 (84.6%),46 (9.7%),2 (0.4%),"$17,595 ",50th Percentile,0,1,0,0,True,0,1
348,785,Brooklyn Excelsior Charter School,"Public, Charter",856 Quincy St,Brooklyn,11221,Kings County,Brooklyn Excelsior Charter School,Yes,No,Yes,631,34.0,18.5,90.5,4 (0.6%),493 (78.1%),119 (18.9%),4 (0.6%),"$17,333 ",50th Percentile,0,1,0,0,True,0,1
349,786,Riverton Street Charter School,"Public, Charter",118-34 Riverton St,Saint Albans,11412,Queens County,Riverton Street Charter School,Yes,No,Yes,963,55.0,17.4,77.2,8 (0.8%),859 (89.2%),72 (7.5%),9 (0.9%),"$18,392 ",50th Percentile,0,1,0,0,True,0,1
350,791,Coney Island Preparatory Public Charter School,"Public, Charter, Alternative",501 West Ave,Brooklyn,11214,Kings County,Coney Island Preparatory Public Charter School,Yes,No,Yes,1007,98.0,10.3,82.2,161 (16.0%),390 (38.7%),351 (34.9%),83 (8.2%),"$20,459 ",50th Percentile,0,1,0,0,True,0,1
351,795,Ps 56 Norwood Heights,Public,341 E 207th St,Bronx,10467,Bronx County,New York City Geographic District #10,No,No,Yes,666,47.0,14.1,82.7,38 (5.7%),55 (8.3%),415 (62.3%),139 (20.9%),"$17,431 ",50th Percentile,0,1,0,0,True,0,1
352,804,Ps 154,Public,75-02 162nd St,Flushing,11366,Queens County,New York City Geographic District #25,No,No,Yes,661,48.0,13.7,78.5,76 (11.5%),62 (9.4%),172 (26.0%),327 (49.5%),"$16,435 ",50th Percentile,0,1,0,0,True,0,1
353,806,Ps 25 Eubie Blake School,Public,787 Lafayette Ave,Brooklyn,11221,Kings County,New York City Geographic District #16,No,No,Yes,87,14.0,6.2,95.4,5 (5.7%),45 (51.7%),31 (35.6%),0 (0.0%),"$37,639 ",50th Percentile,0,1,0,0,True,0,1
354,807,Ps 163 Bath Beach,Public,109 Bay 14th St,Brooklyn,11214,Kings County,New York City Geographic District #20,No,No,Yes,605,46.0,13.1,82.8,201 (33.2%),11 (1.8%),222 (36.7%),167 (27.6%),"$16,662 ",50th Percentile,0,1,0,0,True,0,1
355,811,Ps 108 Philip J Abinanti,Public,1166 Neill Ave,Bronx,10461,Bronx County,New York City Geographic District #11,No,No,Yes,592,39.0,15.1,77.4,230 (38.9%),27 (4.6%),244 (41.2%),77 (13.0%),"$14,682 ",50th Percentile,0,1,0,0,True,0,1
356,817,Ps 192 Magnet School For Math And Science Inquiry (The),Public,4715 18th Ave,Brooklyn,11204,Kings County,New York City Geographic District #20,No,No,Yes,645,51.0,12.6,80.2,217 (33.6%),13 (2.0%),305 (47.3%),101 (15.7%),"$16,962 ",50th Percentile,0,1,0,0,True,0,1
357,824,Boys Preparatory Charter School Of New York,"Public, Charter",192 E 151st St,Bronx,10451,Bronx County,Boys Preparatory Charter School Of New York,Yes,No,Yes,542,53.0,10.2,88.7,8 (1.5%),247 (45.6%),276 (50.9%),4 (0.7%),"$22,660 ",50th Percentile,0,1,0,0,True,0,1
358,827,Ps 58 School Of Heroes (The),Public,72-24 Grand Ave,Maspeth,11378,Queens County,New York City Geographic District #24,No,No,Yes,1021,64.0,15.9,73.5,186 (18.2%),5 (0.5%),407 (39.9%),409 (40.1%),"$13,668 ",50th Percentile,0,1,0,0,True,0,1
359,829,Ps 130 Parkside (The),Public,70 Ocean Pkwy,Brooklyn,11218,Kings County,New York City Geographic District #15,No,No,Yes,841,60.0,14.0,36.6,418 (49.7%),47 (5.6%),185 (22.0%),146 (17.4%),"$15,453 ",50th Percentile,0,1,0,0,False,1,0
360,831,Ps 1 Alfred E Smith,Public,8 Henry St,New York,10038,New York County,New York City Geographic District # 2,No,No,Yes,293,25.0,11.7,75.4,7 (2.4%),51 (17.4%),87 (29.7%),143 (48.8%),"$22,866 ",50th Percentile,0,1,0,0,True,0,1
361,833,Ps 29,Public,125-10 23rd Ave,College Point,11356,Queens County,New York City Geographic District #25,No,No,Yes,701,50.0,14.0,81.7,67 (9.6%),8 (1.1%),442 (63.1%),178 (25.4%),"$14,838 ",50th Percentile,0,1,0,0,True,0,1
362,834,Ps 207 Rockwood Park,Public,159-15 88th St,Howard Beach,11414,Queens County,New York City Geographic District #27,No,No,No,682,58.0,11.7,29.5,505 (74.0%),11 (1.6%),130 (19.1%),29 (4.3%),"$19,208 ",50th Percentile,0,1,0,0,False,1,0
363,837,Staten Island School Of Civic Leadership,Public,280 Regis Dr,Staten Island,10314,Richmond County,New York City Geographic District #31,No,No,Yes,906,66.0,13.7,71.6,180 (19.9%),181 (20.0%),380 (41.9%),120 (13.2%),"$16,874 ",50th Percentile,0,1,0,0,False,1,0
364,838,Ps 99 Isaac Asimov,Public,1120 E 10th St,Brooklyn,11230,Kings County,New York City Geographic District #21,No,No,Yes,853,54.0,15.7,70.8,280 (32.8%),52 (6.1%),148 (17.4%),367 (43.0%),"$13,319 ",50th Percentile,0,1,0,0,False,1,0
365,839,Ps 176 Cambria Heights,Public,120-45 235th St,Cambria Heights,11411,Queens County,New York City Geographic District #29,No,No,Yes,757,42.0,18.0,65.1,7 (0.9%),571 (75.4%),37 (4.9%),25 (3.3%),"$12,042 ",50th Percentile,0,1,0,0,False,1,0
366,844,Ps 216 Arturo Toscanini,Public,350 Ave X,Brooklyn,11223,Kings County,New York City Geographic District #21,No,No,Yes,743,42.0,17.6,74.2,360 (48.5%),24 (3.2%),131 (17.6%),206 (27.7%),"$15,295 ",50th Percentile,0,1,0,0,True,0,1
367,846,Dream Charter School,"Public, Charter, Alternative",1991 2nd Ave,New York,10029,New York County,Dream Charter School,Yes,No,Yes,681,71.0,9.5,86.6,17 (2.5%),209 (30.7%),433 (63.6%),11 (1.6%),"$27,516 ",50th Percentile,0,1,0,0,True,0,1
368,849,Thurgood Marshall Academy Lower School,Public,276 W 151st St,New York,10027,New York County,New York City Geographic District # 5,No,No,Yes,211,17.0,12.4,84.8,0 (0.0%),167 (79.1%),36 (17.1%),0 (0.0%),"$16,823 ",50th Percentile,0,1,0,0,True,0,1
369,853,Ps 13 M L Lindemeyer,Public,191 Vermont Ave,Staten Island,10305,Richmond County,New York City Geographic District #31,No,No,Yes,864,61.0,14.1,70.6,147 (17.0%),121 (14.0%),388 (44.9%),177 (20.5%),"$16,901 ",50th Percentile,0,1,0,0,False,1,0
370,859,Peninsula Preparatory Academy Charter School,"Public, Charter",611 Beach 19th St,Far Rockaway,11691,Queens County,Peninsula Preparatory Academy Charter School,Yes,No,Yes,315,26.0,12.1,82.9,12 (3.8%),216 (68.6%),78 (24.8%),3 (1.0%),"$19,939 ",50th Percentile,0,1,0,0,True,0,1
